pred,kWh,p,q,P,Q
5684178.142802522,6111271.679874999,16,0,0,0
5763468.626794085,6199645.8936250005,16,0,0,0
5838918.5180918425,6363770.1077499995,16,0,0,0
5925500.521907553,6407048.137250001,16,0,0,0
5663012.753091335,6056087.959000001,16,0,0,0
5645893.478605971,5907754.1035,16,0,0,0
5578231.170607731,5772640.505125,16,0,0,0
5480800.945582867,5679076.828125,16,0,0,0
5322830.959668294,5591415.482124999,16,0,0,0
5392928.304594308,5607067.9665,16,0,0,0
5470820.284911364,5649459.850125,16,0,0,0
5384670.197176501,5513202.33125,16,0,0,0
5192146.408418655,5330141.221125,16,0,0,0
5035934.141277388,5221543.420375001,16,0,0,0
4972556.048963845,5145644.1885,16,0,0,0
4661849.436227784,4870804.537625,16,0,0,0
4544396.353674322,4682545.364,16,0,0,0
4409902.487318069,4523004.196374999,16,0,0,0
4188484.54306148,4375085.114375,16,0,0,0
3973881.367247373,4180718.943875,16,0,0,0
3777940.559291154,3970520.6085,16,0,0,0
3811736.415642336,4005197.48575,16,0,0,0
3995582.652591482,4145745.5415,16,0,0,0
4128032.69720608,4283440.0035,16,0,0,0
4426908.3646121025,4526781.079125,16,0,0,0
4613898.2824165225,4700417.66625,16,0,0,0
4697948.125302374,4780219.24675,16,0,0,0
4731328.3861541,4829333.092375,16,0,0,0
4651907.3462457955,4733462.996375,16,0,0,0
4614293.326173797,4648173.390125,16,0,0,0
4558326.827681035,4556306.796125,16,0,0,0
4567661.85940747,4529854.144125,16,0,0,0
4479817.829534784,4537015.901875,16,0,0,0
4576515.7633462995,4674110.98525,16,0,0,0
4714022.851275161,4800399.7495,16,0,0,0
4760471.464508221,4777901.215125,16,0,0,0
4650931.555529892,4735674.692500001,16,0,0,0
4562804.341199428,4751738.761875,16,0,0,0
4567129.715409696,4770107.438,16,0,0,0
4323585.950895056,4527260.34975,16,0,0,0
4183121.871376395,4340521.213,16,0,0,0
4022854.505206242,4182961.65875,16,0,0,0
3833946.565147862,4085534.676625,16,0,0,0
3623379.1938433796,3908085.645,16,0,0,0
3446906.562420249,3730732.4801250002,16,0,0,0
3383556.8904554397,3696704.799125,16,0,0,0
3396176.0401944965,3735841.032375,16,0,0,0
3426123.9057234675,3786086.5245,16,0,0,0
3589076.5303433985,3964674.0747499997,16,0,0,0
3813709.020923689,4120397.45775,16,0,0,0
3962214.6971265823,4208962.41,16,0,0,0
4108956.8552106023,4269867.006375,16,0,0,0
4118024.7066617906,4268313.46675,16,0,0,0
4008899.9739633948,4169317.916125,16,0,0,0
3895995.040136978,4138602.4156250004,16,0,0,0
3885991.0556528717,4145276.771125,16,0,0,0
3976344.118845865,4241897.158125,16,0,0,0
4263995.768211424,4488857.57125,16,0,0,0
4583921.256428152,4748043.02475,16,0,0,0
4679048.573929116,4797141.048875,16,0,0,0
4638858.111188471,4740383.252875,16,0,0,0
4695738.07748349,4791522.5625,16,0,0,0
4763044.167938754,4804920.973,16,0,0,0
4479376.389372945,4520847.124625,16,0,0,0
4184595.624320954,4324792.075,16,0,0,0
4037341.780817941,4198496.652875,16,0,0,0
3946014.3172971606,4136686.577125,16,0,0,0
3805238.6185971797,4026720.543625,16,0,0,0
3784361.206835136,3950246.017,16,0,0,0
4199386.275489137,4233063.54875,16,0,0,0
4845820.400181279,4871177.4815,16,0,0,0
5491349.219124123,5515412.883375,16,0,0,0
5872824.0371516645,5908353.289875,16,0,0,0
5955618.863140956,6096210.312625,16,0,0,0
6008604.189702153,6121954.27575,16,0,0,0
6124013.869791493,6319917.00325,16,0,0,0
5806446.650951862,6165324.472,16,0,0,0
5797272.337369427,6099470.6674999995,16,0,0,0
5724858.791721851,5871897.707125,16,0,0,0
5714944.400489286,5891306.818125,16,0,0,0
5609100.638617992,5812961.856125,16,0,0,0
5569913.259718195,5700737.5215,16,0,0,0
5635504.859911889,5738895.118125,16,0,0,0
5508987.141196042,5489416.55525,16,0,0,0
5268432.928619131,5263294.811125,16,0,0,0
5131829.603284985,5181710.526375,16,0,0,0
5027082.162886247,5085796.124500001,16,0,0,0
4676623.532573611,4767059.5126249995,16,0,0,0
4375552.565160543,4571529.120999999,16,0,0,0
4242697.551305845,4406476.544875,16,0,0,0
4154947.443174839,4286943.241125001,16,0,0,0
3993401.715518415,4134516.9606250003,16,0,0,0
3897357.5365404487,4013729.7860000003,16,0,0,0
4268886.799118876,4286490.930749999,16,0,0,0
4857225.07507509,4872612.3205,16,0,0,0
5462965.988653973,5414125.940375,16,0,0,0
5777920.170253783,5754333.515875,16,0,0,0
5801761.25984633,5767702.7006250005,16,0,0,0
5872516.405283824,5880719.75275,16,0,0,0
5953299.171531275,6002301.603250001,16,0,0,0
5821369.374315187,5720554.583000001,16,0,0,0
6178737.435034052,5664446.6565000005,16,0,0,0
6084545.151950672,5588953.177125,16,0,0,0
5906576.491211295,5536642.6431249995,16,0,0,0
5664886.416066945,5446274.262125,16,0,0,0
5547207.377279237,5432292.8055,16,0,0,0
5578359.041399181,5572966.519125,16,0,0,0
5443217.753075108,5412674.94525,16,0,0,0
5240557.26873298,5194388.004125,16,0,0,0
5162497.5286406875,5101317.888374999,16,0,0,0
5075217.10238792,4992409.4555,16,0,0,0
4666453.559456751,4697092.574624999,16,0,0,0
4341637.631292075,4500753.881000001,16,0,0,0
4186601.189595297,4360820.093875,16,0,0,0
3950648.474205017,4241018.025125,16,0,0,0
3762311.086913675,4122051.851625,16,0,0,0
3612635.084228903,4003620.742,16,0,0,0
3915914.333109528,4279814.78575,16,0,0,0
4462333.926302388,4834370.7625,16,0,0,0
5090244.2512182,5365772.509375,16,0,0,0
5436163.761424109,5700402.143875,16,0,0,0
5480990.3255432695,5788134.432625,16,0,0,0
5580528.016984761,5904827.92875,16,0,0,0
5677846.325513437,5976908.5512500005,16,0,0,0
5370896.185498014,5685088.333000001,16,0,0,0
5309379.971969724,5614081.3765,16,0,0,0
5150464.0641129315,5465416.562125,16,0,0,0
5063068.75096947,5334870.026125,16,0,0,0
5019325.572558552,5289613.705125,16,0,0,0
5095071.946738303,5304546.2535,16,0,0,0
5070534.0879871845,5339929.405125,16,0,0,0
4960870.066593468,5225678.0792499995,16,0,0,0
4772894.01445508,5117566.622125,16,0,0,0
4735276.638338178,5109499.886375,16,0,0,0
4688913.109884977,5053441.8975,16,0,0,0
4279021.346457034,4745899.177625,16,0,0,0
4395867.489077702,4534899.534,16,0,0,0
4183940.119934842,4396440.639875,16,0,0,0
4009680.9920470566,4277111.502125,16,0,0,0
3793135.563643649,4148205.2126249997,16,0,0,0
3646892.501950383,4031823.687,16,0,0,0
3898413.907836303,4304518.92675,16,0,0,0
4493194.107655302,4825569.4715,16,0,0,0
5083675.4477029,5275615.807375001,16,0,0,0
5368955.546675339,5584694.078875,16,0,0,0
5361993.185089201,5605663.983625,16,0,0,0
5400648.4396570325,5652118.43575,16,0,0,0
5445996.322689116,5675271.61725,16,0,0,0
5163217.998757347,5402126.727,16,0,0,0
5182711.562989339,5383609.831499999,16,0,0,0
5126442.564919606,5260749.976125,16,0,0,0
5094938.944864422,5170253.095125,16,0,0,0
5090091.800088242,5125560.425125,16,0,0,0
5134869.869237885,5156160.0975,16,0,0,0
5246874.606421486,5261008.757125,16,0,0,0
5163788.89693521,5236460.76125,16,0,0,0
5049287.928764746,5148426.884125,16,0,0,0
4996231.57825768,5109493.6523750005,16,0,0,0
4915909.619286209,5060341.8905,16,0,0,0
4561008.903909028,4741518.094625,16,0,0,0
4385826.32570301,4549448.086,16,0,0,0
4223583.486425877,4376907.656874999,16,0,0,0
4111932.761188343,4252469.543125,16,0,0,0
3939772.7442515492,4095948.080625,16,0,0,0
3801026.794772491,3988709.333,16,0,0,0
4066559.786562994,4215937.04875,16,0,0,0
4634997.9370226115,4725632.854499999,16,0,0,0
5285630.058188662,5190040.326375,16,0,0,0
5695782.688683674,5488061.576875,16,0,0,0
5774210.958078042,5592456.653625,16,0,0,0
5944706.0828555375,5684730.42875,16,0,0,0
5980991.57534723,5789480.752250001,16,0,0,0
5645181.463280886,5673097.732,16,0,0,0
5519245.9145606905,5659250.9115,16,0,0,0
5428427.5086551905,5511271.943125,16,0,0,0
5350480.000756085,5403262.6151250005,16,0,0,0
5272256.746998236,5430470.117125,16,0,0,0
5307572.353907451,5533807.0715,16,0,0,0
5382118.875634477,5493848.347125,16,0,0,0
5271228.165339649,5319640.25425,16,0,0,0
5098041.045467436,5150665.986125,16,0,0,0
4999430.109291136,5064874.746375,16,0,0,0
4939574.581737682,5009416.3604999995,16,0,0,0
4669441.817486823,4759587.313625,16,0,0,0
4412250.271625459,4588547.502,16,0,0,0
4219308.112217054,4419459.161375,16,0,0,0
4036891.916562006,4261557.001375,16,0,0,0
3826888.271061629,4058716.3148749997,16,0,0,0
3595577.4203027934,3852216.9354999997,16,0,0,0
3628041.9152455777,3899123.2377500003,16,0,0,0
3779301.0151408166,4084562.0725,16,0,0,0
3918325.6898376793,4226564.0505,16,0,0,0
4172938.6230885237,4471555.100125,16,0,0,0
4367036.774667621,4675061.25825,16,0,0,0
4466925.8878997415,4796890.51475,16,0,0,0
4517529.484060496,4885781.102375,16,0,0,0
4425051.499849439,4899639.225375,16,0,0,0
4322976.772857219,4968355.9961250005,16,0,0,0
4301525.972857282,5062027.573125,16,0,0,0
4287586.600409299,5032312.042125001,16,0,0,0
4305619.96118319,4965940.854875,16,0,0,0
4425124.550711751,5041589.53225,16,0,0,0
4519223.881931379,5095620.9415,16,0,0,0
4474470.798723459,4963268.562125,16,0,0,0
4403959.369580835,4785805.5535,16,0,0,0
4397869.111997783,4700163.989875,16,0,0,0
4402626.235731289,4626285.336999999,16,0,0,0
4158319.2458071113,4399882.72575,16,0,0,0
4064620.1685453206,4240988.282,16,0,0,0
3905369.682604447,4098422.00175,16,0,0,0
3819380.0185568184,4005131.1006250004,16,0,0,0
3673511.574466467,3841099.411,16,0,0,0
3536366.618951097,3648339.916125,16,0,0,0
3551011.383283064,3628974.9221250005,16,0,0,0
3649750.8883312196,3655982.9593749996,16,0,0,0
3758741.9387724996,3740893.3215,16,0,0,0
3986505.1667959243,3932553.60575,16,0,0,0
4184221.052489668,4128506.6987499995,16,0,0,0
4289122.193051368,4249961.938,16,0,0,0
4341529.5558896065,4331108.847375001,16,0,0,0
4324098.892371193,4272372.04375,16,0,0,0
4177209.6404342353,4044143.011125,16,0,0,0
4126233.7037766874,3878277.321625,16,0,0,0
4087628.798305154,3827009.9821249996,16,0,0,0
4147058.0717286766,3911229.888125,16,0,0,0
4357601.651241496,4164222.08625,16,0,0,0
4588930.148749813,4432917.90475,16,0,0,0
4605343.27556403,4537475.4818750005,16,0,0,0
4525093.8976688385,4543403.722875,16,0,0,0
4556015.88998279,4599991.9425,16,0,0,0
4564765.091374293,4589679.215,16,0,0,0
4278592.2819390595,4306162.957625,16,0,0,0
3966572.8195971996,4118935.4000000004,16,0,0,0
3857674.43657127,3989702.991875,16,0,0,0
3832980.4593371004,3936591.4711249997,16,0,0,0
3720053.7279614806,3809664.630625,16,0,0,0
3640887.469320014,3723286.1199999996,16,0,0,0
3907706.064116746,3934341.3447499997,16,0,0,0
4529731.554172888,4360574.6225000005,16,0,0,0
5142697.564023152,4635576.460375,16,0,0,0
5513984.919121936,4914515.167874999,16,0,0,0
5690295.098634943,5037780.386625,16,0,0,0
5695651.881159201,5085548.88875,16,0,0,0
5879954.785060108,5104484.71725,16,0,0,0
5718042.295605242,4895089.755,16,0,0,0
5679268.246124804,4815599.2285,16,0,0,0
5471647.742621258,4770857.000125,16,0,0,0
5474818.376248643,4772692.709125,16,0,0,0
5441132.220771745,4795765.426125001,16,0,0,0
5354302.598295689,4906484.9275,16,0,0,0
5423927.756460503,5015210.046125,16,0,0,0
5194085.063337445,4890407.05525,16,0,0,0
4998383.6177363545,4815500.215125,16,0,0,0
4939222.16054295,4809902.687375,16,0,0,0
4853138.887034684,4785170.1245,16,0,0,0
4541022.290976927,4553175.110625,16,0,0,0
4985328.311233554,4992377.298,17,0,0,0
4804304.724205375,4781911.091375001,17,0,0,0
4686826.401119895,4645118.083374999,17,0,0,0
4513750.26660946,4447286.931875001,17,0,0,0
4334820.526171118,4221513.2945,17,0,0,0
4373546.474855166,4275782.98675,17,0,0,0
4603765.228237707,4442472.4065000005,17,0,0,0
4791224.638159879,4628467.8065,17,0,0,0
5096402.887636557,4891606.903124999,17,0,0,0
5326611.98568593,5078900.5622499995,17,0,0,0
5392826.183700945,5133744.50375,17,0,0,0
5418900.588739071,5228612.564375,17,0,0,0
5335994.547996104,5192377.946375,17,0,0,0
5208487.261152141,5070856.218125,17,0,0,0
5081236.8293309435,5059528.241125,17,0,0,0
4955089.589047909,5024532.1431249995,17,0,0,0
4973491.772818722,5084404.780875,17,0,0,0
5079679.2418239415,5193279.17925,17,0,0,0
5221022.985876486,5285534.4415,17,0,0,0
5200410.576290924,5231946.739125,17,0,0,0
5153786.206404056,5102613.2715,17,0,0,0
5119656.672237933,5014024.263875,17,0,0,0
5209605.8779863715,5019488.309,17,0,0,0
4984500.846680775,4792773.51675,17,0,0,0
4529968.802465752,4588989.187999999,17,0,0,0
4378665.040337779,4471721.92175,17,0,0,0
4252310.3736380115,4321234.912625,17,0,0,0
4092399.8053930253,4126455.9790000003,17,0,0,0
3907611.5762418583,3931752.433125,17,0,0,0
3844622.529959224,3857963.219125,17,0,0,0
3942900.6514018103,3917679.9483749997,17,0,0,0
4023692.8271091357,4073717.6975000002,17,0,0,0
4269637.670039132,4331445.649750001,17,0,0,0
4504744.303601734,4594054.70975,17,0,0,0
4604030.918900251,4715863.998,17,0,0,0
4672776.430367395,4846766.171375001,17,0,0,0
4613883.484018397,4809639.10775,17,0,0,0
4485740.612083048,4617898.736125,17,0,0,0
4277825.878817342,4535643.349625,17,0,0,0
4299938.063969284,4535184.203125,17,0,0,0
4358680.360732891,4566927.933125,17,0,0,0
4621369.173875671,4777017.23025,17,0,0,0
4907263.298318725,5028645.63275,17,0,0,0
5010799.4660096355,5059314.291875,17,0,0,0
5027132.495798241,5044363.519875,17,0,0,0
5020100.180709008,5012898.9125,17,0,0,0
5056672.202314377,5050708.621,17,0,0,0
4740260.756088521,4761913.497625,17,0,0,0
4494453.572962411,4531579.652999999,17,0,0,0
4361065.446199216,4411999.596875,17,0,0,0
4309705.885310613,4333519.314125,17,0,0,0
4254050.871317871,4204024.322625,17,0,0,0
4222157.916576624,4128770.867,17,0,0,0
4577127.322374918,4465603.84675,17,0,0,0
5354433.463823974,5238514.2405,17,0,0,0
6061023.690794647,5975573.137375,17,0,0,0
6508101.421011701,6330126.298874999,17,0,0,0
6580763.915896393,6339004.248625001,17,0,0,0
6661660.7083301395,6451519.0967500005,17,0,0,0
6811938.718963955,6659334.7042499995,17,0,0,0
6478220.706400827,6297372.454,17,0,0,0
6518666.086646967,6263059.0505,17,0,0,0
6406533.568655483,6126278.593125001,17,0,0,0
6231851.427692488,6012249.762124999,17,0,0,0
6149272.062975332,5958786.069125,17,0,0,0
6105172.628340572,5909348.124500001,17,0,0,0
6151133.214744195,5983329.107125,17,0,0,0
6073132.530192018,5874202.09325,17,0,0,0
5844608.468756653,5718628.883125001,17,0,0,0
5716156.113211691,5656686.241375,17,0,0,0
5646452.541954517,5602387.7265,17,0,0,0
5283362.18723426,5194917.779625,17,0,0,0
4790008.07491146,4984820.305,17,0,0,0
4635755.877157137,4824486.195875,17,0,0,0
4464669.442288391,4642583.113125,17,0,0,0
4265441.569698155,4478557.040624999,17,0,0,0
4144722.103549078,4365142.476,17,0,0,0
4462045.749948151,4722788.48875,17,0,0,0
5130373.786563046,5384357.5825,17,0,0,0
5806786.97495535,6066712.083375,17,0,0,0
6204372.993197285,6393172.818875,17,0,0,0
6215403.518513322,6424697.614625,17,0,0,0
6222330.633980036,6493071.5057500005,17,0,0,0
6414790.924022548,6685052.17625,17,0,0,0
6016624.187473945,6293650.576,17,0,0,0
6032466.586237811,6301211.6055,17,0,0,0
5887010.452702478,6172996.461124999,17,0,0,0
5850673.278309628,6133324.582125001,17,0,0,0
5825074.338347778,6074333.467125,17,0,0,0
5814228.025191762,6032271.8555,17,0,0,0
5886398.9311022535,6097641.604125,17,0,0,0
5731615.15757715,6002771.80225,17,0,0,0
5578047.473331191,5816234.230125,17,0,0,0
5496542.574583784,5722594.104374999,17,0,0,0
5439627.668163978,5665226.8755,17,0,0,0
5094619.269935973,5263810.021625,17,0,0,0
4896181.005373552,4972959.776,17,0,0,0
4699531.747306712,4810859.865875,17,0,0,0
4544027.3145649135,4671729.241125,17,0,0,0
4388122.1259721,4523665.997625,17,0,0,0
4278763.221474737,4416941.465,17,0,0,0
4583644.964631155,4743397.38475,17,0,0,0
5318704.345038973,5462736.7915,17,0,0,0
6070615.309861228,6167420.440375,17,0,0,0
6507763.194432825,6567198.600875,17,0,0,0
6490230.995295145,6688324.765625,17,0,0,0
6630021.3636993915,6861892.08675,17,0,0,0
6680074.900527276,7002843.98725,17,0,0,0
6245724.352715105,6571904.007999999,17,0,0,0
6189231.373744421,6529628.276500001,17,0,0,0
6084726.361284807,6329183.892124999,17,0,0,0
5985713.558326751,6179490.646125,17,0,0,0
5933143.77632115,6071185.955125,17,0,0,0
5894442.164361797,6024212.3375,17,0,0,0
5951161.226870991,6104820.261124999,17,0,0,0
5840914.210187599,5960936.55625,17,0,0,0
5643839.071982861,5722960.205125,17,0,0,0
5542818.243738338,5625310.025375,17,0,0,0
5508791.578905374,5556457.9315,17,0,0,0
5141991.338820241,5239181.342625,17,0,0,0
4841986.8510084,4945640.501,17,0,0,0
4670730.745599374,4774176.813875,17,0,0,0
4591280.538138077,4705956.008125,17,0,0,0
4422295.076098345,4536188.138625001,17,0,0,0
4336055.148244984,4404050.0479999995,17,0,0,0
4649002.42929703,4728756.84275,17,0,0,0
5316863.255042739,5400589.2045,17,0,0,0
5989132.798742451,6062532.747375,17,0,0,0
6310171.209418207,6308385.804874999,17,0,0,0
6318356.2990347,6236908.710625,17,0,0,0
6429972.452724844,6379117.2897499995,17,0,0,0
6537478.3289766535,6516994.548250001,17,0,0,0
6217233.725136727,6160798.201,17,0,0,0
6237861.635214649,6179516.0805,17,0,0,0
6182836.735784583,6109938.270125,17,0,0,0
6201139.462898336,6028090.579125,17,0,0,0
6285690.545849517,5984295.572125,17,0,0,0
6285208.371580116,5913353.871499999,17,0,0,0
6347525.722578645,5980830.565125,17,0,0,0
6188797.433189817,5890981.731249999,17,0,0,0
5896449.427523643,5717842.957125001,17,0,0,0
5709214.996570915,5623975.988375001,17,0,0,0
5575232.05592528,5609448.6844999995,17,0,0,0
5231598.097074613,5241972.198625,17,0,0,0
4930326.68441426,4989902.75,17,0,0,0
4792744.246943466,4782990.377875,17,0,0,0
4566464.3052775115,4628228.084125,17,0,0,0
4426016.572742671,4464664.740625,17,0,0,0
4224391.718421772,4363396.524,17,0,0,0
4536589.264969356,4664438.73575,17,0,0,0
5265030.250467002,5312713.0105,17,0,0,0
6000480.842642166,5906990.845375,17,0,0,0
6430574.300464563,6197744.809875,17,0,0,0
6514333.300295003,6225793.532625,17,0,0,0
6615647.736852795,6331824.12875,17,0,0,0
6752434.307078496,6440100.57325,17,0,0,0
6395646.47108905,6081924.676,17,0,0,0
6390892.911961637,6068991.7225,17,0,0,0
6319287.408451781,5992592.381124999,17,0,0,0
6160489.0497394055,5896814.116125001,17,0,0,0
6060581.777916588,5803598.903125,17,0,0,0
6119284.755032517,5853227.2355,17,0,0,0
6179829.243430577,5982935.280125,17,0,0,0
6043596.0718036,5891643.86425,17,0,0,0
5821498.17112042,5672605.423125001,17,0,0,0
5656730.637417503,5578344.2653749995,17,0,0,0
5571091.308499038,5537549.7685,17,0,0,0
5302851.4989589155,5251386.533625,17,0,0,0
4889021.414521143,5081150.291,17,0,0,0
4652378.724202648,4862024.586375,17,0,0,0
4474683.316161439,4643104.6123750005,17,0,0,0
4233879.712192945,4400429.887875,17,0,0,0
3976239.9429342896,4193976.8175,17,0,0,0
3996163.5872334316,4255116.5907499995,17,0,0,0
4123265.7161436453,4447707.7655,17,0,0,0
4288347.2163712755,4656275.0505,17,0,0,0
4541586.2880565375,4975028.8651250005,17,0,0,0
4719545.114046015,5195830.66225,17,0,0,0
4773703.109747864,5333116.23475,17,0,0,0
4877979.901921131,5352051.309375,17,0,0,0
4879078.1518755555,5225632.585375,17,0,0,0
4784189.526148193,5090428.914125,17,0,0,0
4726696.724593997,4952516.958125,17,0,0,0
4713568.245008461,4867355.288125,17,0,0,0
4803092.171839431,4842019.529875,17,0,0,0
4929092.128939629,4978752.15025,17,0,0,0
5057497.674483933,5156725.2805,17,0,0,0
5019229.404568851,5181208.408125,17,0,0,0
4907346.753417194,5055682.490499999,17,0,0,0
4823957.245641559,5032494.029874999,17,0,0,0
4831909.327423811,5098684.836999999,17,0,0,0
4592877.182657123,4860945.25375,17,0,0,0
4535955.49778752,4672638.82,17,0,0,0
4425107.141726576,4525891.42875,17,0,0,0
4297544.008744158,4356947.956625,17,0,0,0
4100571.7105344534,4158299.119,17,0,0,0
3902656.202623509,3971635.684125,17,0,0,0
3813685.238309391,3905643.5631250003,17,0,0,0
3855323.171482578,3928504.459375,17,0,0,0
3980860.2614064366,3999995.3575,17,0,0,0
4222631.469988711,4186828.5117500005,17,0,0,0
4460625.7839769125,4373169.43375,17,0,0,0
4573754.427033074,4481764.819999999,17,0,0,0
4717540.853206411,4599156.533375,17,0,0,0
4705460.367765069,4619495.963749999,17,0,0,0
4532866.970633149,4507231.470125,17,0,0,0
4479673.015143119,4420652.534625,17,0,0,0
4509751.976314388,4458533.773125,17,0,0,0
4582821.237298138,4620088.029124999,17,0,0,0
4816395.829464667,4846375.85325,17,0,0,0
5099410.901923463,5112530.135749999,17,0,0,0
5148033.155888267,5193047.658875,17,0,0,0
5156542.391354181,5164776.804874999,17,0,0,0
5142694.939471163,5197100.5665,17,0,0,0
5189415.499540336,5262806.0819999995,17,0,0,0
4898028.6016158685,4907281.339625,17,0,0,0
4508718.109594166,4682545.051,17,0,0,0
4355005.612254441,4532423.626875,17,0,0,0
4273539.789895631,4460769.972125,17,0,0,0
4105266.4559359327,4323827.022625,17,0,0,0
3996222.341482356,4263008.296999999,17,0,0,0
4320065.542393766,4605152.3467500005,17,0,0,0
5062033.23923669,5330506.9245,17,0,0,0
5789029.967167325,6112326.848375,17,0,0,0
6143482.805705741,6542202.144875,17,0,0,0
6155949.300963044,6608214.850625,17,0,0,0
6271665.406852625,6684080.48375,17,0,0,0
6487056.572147183,6774555.01725,17,0,0,0
6134094.732061394,6422013.18,17,0,0,0
6113604.413114123,6433928.609499999,17,0,0,0
5999065.406259835,6353133.057124999,17,0,0,0
5904124.785787806,6292348.492125,17,0,0,0
5863876.698722996,6197352.953125,17,0,0,0
5823209.139584117,6161493.9325,17,0,0,0
5897252.088995829,6227695.027125,17,0,0,0
5798127.184548266,6112485.20625,17,0,0,0
5641184.089800619,5970819.678125001,17,0,0,0
5568948.937764317,5848066.525375,17,0,0,0
5512739.917485863,5793474.2555,17,0,0,0
5098512.7567061335,5406733.160625,17,0,0,0
5063890.8886335045,5124123.972,17,0,0,0
4916716.511491224,4942562.366875,17,0,0,0
4731663.9907704815,4801411.689125,17,0,0,0
4562255.902592927,4613385.415624999,17,0,0,0
4448764.684248842,4466598.841,17,0,0,0
4797661.037402242,4745019.56475,17,0,0,0
5467687.151348464,5457387.6095,17,0,0,0
6148029.825871095,6148260.154375,17,0,0,0
6474421.071195759,6510598.9418750005,17,0,0,0
6516782.770838514,6605165.6096250005,17,0,0,0
6591257.18475353,6713533.075750001,17,0,0,0
6796209.086998932,6780504.54325,17,0,0,0
6398378.84084741,6492299.427,17,0,0,0
6403808.814421378,6539997.7345,17,0,0,0
6270740.742637426,6487995.331125,17,0,0,0
6228085.440740697,6425217.1431249995,17,0,0,0
6165701.116760097,6381411.652125,17,0,0,0
6135689.27095405,6394850.3535,17,0,0,0
6190536.846808568,6481769.7681249995,17,0,0,0
6096844.5221616775,6391051.12125,17,0,0,0
5912794.423759714,6207954.833125,17,0,0,0
5818333.759459086,6002422.213375,17,0,0,0
5766272.49457936,5749402.0065,17,0,0,0
5374362.873222366,5379409.295625,17,0,0,0
4948508.748591982,5126754.512,17,0,0,0
4803830.875802964,4900244.893874999,17,0,0,0
4645856.664167471,4818173.283125,17,0,0,0
4494217.271579653,4642539.225625001,17,0,0,0
4389599.977574103,4547749.623,17,0,0,0
4722874.811997399,4893098.4657499995,17,0,0,0
5466293.556028232,5628502.943499999,17,0,0,0
6198163.286805302,6310148.385375001,17,0,0,0
6605547.936955847,6609374.404874999,17,0,0,0
6753174.2823494375,6753040.296625,17,0,0,0
6931884.19363337,6952138.406749999,17,0,0,0
7095853.3258726075,7129770.560249999,17,0,0,0
6665617.468182914,6874627.001,17,0,0,0
6611498.72122547,6942636.7905,17,0,0,0
6465779.6597393975,6804889.829125,17,0,0,0
6315643.558314458,6696405.036125,17,0,0,0
6191682.277024396,6657128.426124999,17,0,0,0
6132501.965618707,6560615.0725,17,0,0,0
6181069.195192255,6572825.055125,17,0,0,0
6017714.830657668,6323246.912249999,17,0,0,0
5745704.592053108,6005315.813125001,17,0,0,0
5618565.955579594,5761885.233375001,17,0,0,0
5525431.871359736,5646591.0295,17,0,0,0
5192755.298946664,5263604.527625,17,0,0,0
4783266.017984197,5001240.091,17,0,0,0
4595957.622331724,4794450.999875,17,0,0,0
4504141.8510131985,4710275.428125,17,0,0,0
4344496.854696669,4517655.112625001,17,0,0,0
4240047.851492673,4387517.722,17,0,0,0
4597891.3353977725,4669346.15475,17,0,0,0
5316256.028147735,5354038.4465,17,0,0,0
6018271.003826618,6076904.348375,17,0,0,0
6311747.442147799,6517393.475875,17,0,0,0
6280484.012886241,6517416.124624999,17,0,0,0
6425434.036987722,6575506.571749999,17,0,0,0
6576482.535916947,6669320.524250001,17,0,0,0
6214105.154590234,6282126.688,17,0,0,0
6200550.496595949,6273507.969500001,17,0,0,0
6095522.556711182,6115876.702125001,17,0,0,0
5970840.9675659165,5961596.010125,17,0,0,0
5885358.762944132,5895844.333125,17,0,0,0
5778289.548719138,5877450.3145,17,0,0,0
5812245.504296616,5904997.427125,17,0,0,0
5683277.083034202,5819205.54525,17,0,0,0
5490385.29471048,5666774.883125,17,0,0,0
5387439.168790571,5576212.008374999,17,0,0,0
5364699.040723585,5499229.9865,17,0,0,0
4999236.050905168,5149153.829624999,17,0,0,0
4770437.414997347,4877735.056,17,0,0,0
4579878.611618556,4707708.129875,17,0,0,0
4454980.270895034,4589595.633125,17,0,0,0
4298668.554081179,4420372.357625,17,0,0,0
4196201.390943244,4304668.594,17,0,0,0
4496331.33663556,4580502.5057500005,17,0,0,0
5145451.38859535,5191590.3305,17,0,0,0
5733370.003732257,5775974.056375,17,0,0,0
6014819.157383591,6068085.596875,17,0,0,0
6033387.587407887,6129942.926625,17,0,0,0
6134722.521858282,6200205.210750001,17,0,0,0
6231265.787013859,6272808.592250001,17,0,0,0
5868874.0485304445,6007854.182,17,0,0,0
5849898.862863027,5988477.4245,17,0,0,0
5753759.075599544,5915274.812125,17,0,0,0
5650565.554740779,5823904.690125,17,0,0,0
5553356.275067106,5671652.878125,17,0,0,0
5600773.265078187,5745927.1275,17,0,0,0
5729582.500368804,5850655.173125001,17,0,0,0
5644223.948567376,5800503.830250001,17,0,0,0
5429592.818691194,5631226.408125,17,0,0,0
5339195.716992743,5507372.735375,17,0,0,0
5306237.747461349,5474919.428499999,17,0,0,0
5023460.068992294,5185717.046625,17,0,0,0
4873468.986666918,4977610.158,17,0,0,0
4657275.008299403,4822051.856375,17,0,0,0
4411384.981166132,4588843.434375,17,0,0,0
4159244.080651641,4351297.442875,17,0,0,0
3940225.8283928186,4136418.5785,17,0,0,0
